learner_id,region,course_id,last_login_days,assignment_completion_rate,quiz_score_trend,attendance_rate
L12424,South Africa,CRS-001,13.2,0.361,27.3,0.774
L10819,Egypt,CRS-011,5.3,0.684,-41.7,0.600
L15173,South Africa,CRS-014,7.1,0.716,10.0,0.838
L11344,South Africa,CRS-009,6.0,0.622,-1.1,0.584
L13800,South Africa,CRS-009,0.7,0.862,7.1,0.825
L12702,South Africa,CRS-003,16.4,0.731,11.7,0.775
L13522,Egypt,CRS-013,29.4,0.705,2.5,0.600
L10161,South Africa,CRS-007,28.1,0.820,-15.7,0.626
L13961,Egypt,CRS-001,5.2,0.547,0.6,0.741
L11242,South Africa,CRS-001,0.2,0.398,-15.3,0.749
L12949,Egypt,CRS-011,19.5,0.809,-20.1,0.735
L10799,South Africa,CRS-005,4.8,0.873,27.7,0.851
L14862,South Africa,CRS-003,1.3,0.785,17.4,0.354
L15134,South Africa,CRS-015,1.1,0.776,-6.9,0.823
L12066,South Africa,CRS-010,0.1,0.691,-12.8,0.277
L13046,Egypt,CRS-014,9.4,0.715,23.0,0.725
L11398,South Africa,CRS-012,15.5,0.301,14.6,0.615
L11812,Egypt,CRS-005,2.9,0.869,7.8,0.374
L10933,South Africa,CRS-015,1.4,0.793,11.9,0.558
L12297,Egypt,CRS-008,8.0,0.750,-3.4,0.409
L10343,South Africa,CRS-015,9.7,0.487,4.7,0.769
L11476,South Africa,CRS-003,3.2,0.874,-33.6,0.795
L15366,South Africa,CRS-012,23.1,0.744,-19.3,0.889
L12883,South Africa,CRS-011,3.7,0.754,-14.0,0.875
L11097,Egypt,CRS-002,12.1,0.946,18.7,0.952
L14689,Egypt,CRS-013,10.8,0.869,8.3,0.881
L15322,South Africa,CRS-002,0.7,0.455,-2.3,0.657
L10576,Egypt,CRS-010,0.3,0.801,-5.7,0.848
L13517,Egypt,CRS-005,5.1,0.915,-42.3,0.762
L12253,South Africa,CRS-003,1.3,0.730,-9.2,0.743
L12676,Egypt,CRS-012,1.2,0.951,19.2,0.855
L12251,South Africa,CRS-015,11.8,0.801,-7.7,0.679
L13160,Egypt,CRS-015,8.3,0.643,7.6,0.804
L14343,South Africa,CRS-004,10.4,0.944,6.4,0.471
L13589,Egypt,CRS-013,1.0,0.771,5.4,0.977
L15270,South Africa,CRS-004,1.2,0.694,4.9,0.475
L11459,Egypt,CRS-002,3.5,0.399,-0.9,0.689
L12471,South Africa,CRS-008,3.3,0.660,8.9,0.900
L13015,South Africa,CRS-015,14.8,0.632,-12.1,0.690
L11415,Egypt,CRS-001,0.4,0.778,-9.6,0.328
L10540,South Africa,CRS-014,2.5,0.594,-40.5,0.777
L13054,South Africa,CRS-001,42.0,0.813,-14.5,0.599
L13368,Egypt,CRS-006,0.5,0.490,-17.0,0.641
L12626,Egypt,CRS-008,0.5,0.657,8.2,0.888
L11396,South Africa,CRS-014,1.8,0.838,-19.7,0.806
L14305,Egypt,CRS-009,5.3,0.600,-0.9,0.522
L14297,South Africa,CRS-008,12.4,0.566,14.9,0.576
L12584,Egypt,CRS-001,3.3,0.435,20.5,0.860
L13778,South Africa,CRS-007,9.5,0.330,-14.4,0.790
L11561,Egypt,CRS-004,7.5,0.900,-4.6,0.679
L15045,Egypt,CRS-005,57.0,0.789,-23.3,0.739
L12214,Egypt,CRS-009,2.6,0.223,11.2,0.727
L11112,Egypt,CRS-002,9.0,0.756,-10.5,0.730
L12559,South Africa,CRS-013,0.3,0.498,8.1,0.753
L15390,South Africa,CRS-009,10.9,0.557,3.8,0.725
L14849,South Africa,CRS-001,17.2,0.823,-15.3,0.644
L11635,Egypt,CRS-008,1.0,0.682,-8.3,0.739
L13067,South Africa,CRS-007,39.3,0.844,-25.6,0.528
L14639,Egypt,CRS-002,1.3,0.682,1.3,0.802
L13788,Egypt,CRS-004,10.6,0.909,-13.5,0.765
L10873,South Africa,CRS-011,9.6,0.684,-17.8,0.662
L13546,Egypt,CRS-011,12.7,0.895,-8.0,0.849
L11444,South Africa,CRS-001,5.6,0.858,1.4,0.684
L14174,Egypt,CRS-008,4.5,0.696,-1.1,0.739
L13084,Egypt,CRS-006,1.2,0.918,-0.4,0.683
L14191,Egypt,CRS-015,8.6,0.777,7.5,0.627
L11305,South Africa,CRS-002,25.1,0.727,13.8,0.834
L10996,South Africa,CRS-012,4.2,0.642,9.7,0.685
L12716,South Africa,CRS-004,7.8,0.347,-13.9,0.909
L15040,South Africa,CRS-014,8.0,0.669,-8.4,0.730
L13483,South Africa,CRS-009,1.9,0.267,17.5,0.817
L14214,South Africa,CRS-012,1.0,0.856,-9.0,0.699
L12406,Egypt,CRS-012,4.7,0.923,-5.1,0.770
L10001,Egypt,CRS-010,20.0,0.448,-17.3,0.380
L10349,South Africa,CRS-006,7.4,0.809,-7.5,0.798
L13964,Egypt,CRS-011,6.3,0.903,24.5,0.772
L12924,Egypt,CRS-003,3.5,0.625,-11.5,0.610
L12427,Egypt,CRS-009,6.6,0.844,-21.5,0.761
L11037,South Africa,CRS-003,4.2,0.742,-9.3,0.674
L12764,South Africa,CRS-011,7.3,0.603,15.4,0.714
L12921,South Africa,CRS-012,7.0,0.708,13.1,0.886
L14178,South Africa,CRS-002,10.8,0.531,-3.2,0.763
L13794,South Africa,CRS-011,0.3,0.723,19.2,0.901
L11643,South Africa,CRS-007,1.3,0.498,-1.1,0.879
L12569,South Africa,CRS-013,21.9,0.816,9.9,0.478
L14927,South Africa,CRS-002,0.1,0.750,11.7,0.506
L11525,South Africa,CRS-010,8.8,0.717,5.6,0.655
L11428,Egypt,CRS-013,17.5,0.388,-10.9,0.765
L13104,Egypt,CRS-006,8.5,0.545,-20.8,0.828
L13030,South Africa,CRS-008,0.0,0.608,-12.3,0.637
L14083,Egypt,CRS-014,1.9,0.769,7.5,0.625
L15388,South Africa,CRS-001,0.9,0.356,7.7,0.848
L12146,South Africa,CRS-005,33.5,0.979,-7.1,0.313
L12700,South Africa,CRS-004,1.9,0.786,-24.5,0.791
L10939,South Africa,CRS-012,0.8,0.876,-15.5,0.685
L11229,Egypt,CRS-008,0.8,0.573,-23.6,0.799
L14320,Egypt,CRS-009,7.8,0.718,6.0,0.694
L11905,Egypt,CRS-011,59.8,0.767,16.1,0.771
L12087,South Africa,CRS-008,3.3,0.609,-7.4,0.824
L12255,South Africa,CRS-014,4.7,0.574,-12.8,0.663
L11852,South Africa,CRS-009,24.4,0.638,-26.8,0.776
L13365,South Africa,CRS-007,7.9,0.812,12.7,0.847
L10340,Egypt,CRS-013,22.6,0.751,5.3,0.701
L10287,Egypt,CRS-008,10.0,0.935,26.6,0.807
L13596,South Africa,CRS-013,2.0,0.296,3.8,0.765
L11500,South Africa,CRS-001,1.9,0.638,-6.7,0.950
L10159,Egypt,CRS-011,3.5,0.812,7.3,0.881
L15139,South Africa,CRS-001,3.4,0.963,-8.2,0.541
L13020,Egypt,CRS-008,1.0,0.755,-5.5,0.449
L10599,South Africa,CRS-007,29.9,0.478,-3.5,0.597
L13374,Egypt,CRS-014,3.9,0.563,-16.0,0.771
L13951,Egypt,CRS-014,0.1,0.748,-2.7,0.865
L15363,South Africa,CRS-014,10.2,0.779,3.7,0.723
L13531,Egypt,CRS-004,2.2,0.840,-6.0,0.690
L10411,Egypt,CRS-012,22.3,0.744,-6.7,0.674
L12537,South Africa,CRS-011,2.1,0.880,-0.5,0.666
L10055,Egypt,CRS-014,2.3,0.346,0.4,0.653
L15054,Egypt,CRS-006,40.9,0.605,-12.0,0.757
L11210,Egypt,CRS-007,0.8,0.729,0.7,0.726
L13666,Egypt,CRS-012,41.3,0.645,3.0,0.806
L13242,South Africa,CRS-012,2.6,0.836,-28.1,0.608
L14371,South Africa,CRS-009,1.4,0.957,-6.5,0.597
L12375,Egypt,CRS-005,7.0,0.887,2.2,0.791
L10669,Egypt,CRS-008,0.9,0.731,-35.5,0.203
L11655,South Africa,CRS-006,9.1,0.941,-1.0,0.845
L11429,South Africa,CRS-015,11.3,0.345,12.4,0.761
L13189,South Africa,CRS-007,3.0,0.756,-12.3,0.369
L10807,Egypt,CRS-001,5.7,0.661,7.4,0.824
L13487,South Africa,CRS-012,2.3,0.831,-9.2,0.781
L10126,Egypt,CRS-008,0.8,0.923,7.0,0.681
L10797,Egypt,CRS-015,17.6,0.608,26.5,0.967
L10571,South Africa,CRS-005,1.4,0.796,-7.2,0.630
L13375,Egypt,CRS-012,24.0,0.630,14.0,0.669
L11236,Egypt,CRS-008,4.2,0.760,7.1,0.799
L10269,Egypt,CRS-010,5.3,0.772,-14.6,0.894
L13422,South Africa,CRS-004,3.9,0.742,2.1,0.735
L13667,South Africa,CRS-010,10.2,0.812,-3.1,0.475
L12481,South Africa,CRS-009,5.2,0.563,-2.8,0.681
L14356,South Africa,CRS-001,5.2,0.667,-3.4,0.697
L14055,South Africa,CRS-015,7.0,0.775,5.6,0.590
L12429,South Africa,CRS-015,0.2,0.777,0.2,0.774
L15368,Egypt,CRS-002,7.8,0.883,-16.0,0.798
L14198,South Africa,CRS-008,6.9,0.917,-32.8,0.944
L13027,South Africa,CRS-003,13.6,0.785,-26.4,0.824
L14740,South Africa,CRS-010,1.8,0.455,1.0,0.862
L12922,Egypt,CRS-010,11.4,0.682,-3.2,0.769
L14286,South Africa,CRS-003,5.5,0.642,7.8,0.647
L14102,South Africa,CRS-014,13.5,0.732,1.6,0.839
L12369,South Africa,CRS-013,0.4,0.793,-1.5,0.833
L14902,South Africa,CRS-011,18.0,0.793,8.6,0.758
L13476,South Africa,CRS-007,4.1,0.697,-12.0,0.578
L13083,South Africa,CRS-010,22.1,0.821,-3.6,0.359
L13789,South Africa,CRS-015,6.6,0.487,1.4,0.869
L13955,Egypt,CRS-010,15.0,0.591,2.8,0.561
L11261,South Africa,CRS-002,0.5,0.908,10.0,0.419
L13373,South Africa,CRS-014,4.6,0.756,7.8,0.693
L12568,South Africa,CRS-009,1.7,0.930,0.1,0.765
L11613,Egypt,CRS-012,5.3,0.679,-7.2,0.696
L11150,Egypt,CRS-013,0.6,0.500,13.6,0.649
L11889,Egypt,CRS-004,17.1,0.445,-24.4,0.628
L15228,Egypt,CRS-003,3.6,0.820,-5.4,0.579
L10227,Egypt,CRS-010,2.7,0.809,12.9,0.663
L10049,South Africa,CRS-010,3.0,0.626,-2.8,0.656
L14735,South Africa,CRS-011,1.0,0.935,-8.9,0.789
L10398,Egypt,CRS-007,1.4,0.721,7.8,0.565
L13013,Egypt,CRS-008,2.3,0.820,-17.7,0.773
L14922,South Africa,CRS-001,16.8,0.802,23.2,0.644
L11117,Egypt,CRS-012,2.1,0.580,4.1,0.256
L14543,Egypt,CRS-014,0.3,0.756,-0.3,0.558
L14640,Egypt,CRS-014,0.1,0.722,-5.2,0.606
L12969,Egypt,CRS-014,3.1,0.843,7.4,0.843
L12440,Egypt,CRS-015,15.8,0.626,8.2,0.663
L12340,South Africa,CRS-013,44.2,0.895,-4.4,0.578
L10410,Egypt,CRS-007,3.7,0.574,-0.9,0.591
L11375,Egypt,CRS-005,1.9,0.502,-21.8,0.509
L14792,Egypt,CRS-002,3.2,0.689,11.8,0.740
L10987,Egypt,CRS-006,0.4,0.305,2.5,0.689
L11506,South Africa,CRS-003,0.2,0.921,-7.5,0.700
L15265,South Africa,CRS-009,15.8,0.356,-8.8,0.738
L10442,Egypt,CRS-012,0.9,0.661,-37.4,0.975
L14498,Egypt,CRS-005,0.4,0.763,-48.6,0.121
L13011,Egypt,CRS-004,6.0,0.866,-9.6,0.713
L11135,South Africa,CRS-010,0.7,0.501,-10.7,0.747
L13152,South Africa,CRS-014,7.8,0.435,9.3,0.303
L15333,Egypt,CRS-011,4.7,0.738,7.6,0.835
L12480,Egypt,CRS-004,2.0,0.932,-18.7,0.703
L15352,South Africa,CRS-006,0.4,0.705,-0.5,0.831
L10711,Egypt,CRS-002,2.7,0.146,-5.7,0.769
L11439,South Africa,CRS-013,5.0,0.599,-8.0,0.427
L13703,South Africa,CRS-008,1.6,0.700,-8.8,0.717
L10896,South Africa,CRS-005,26.8,0.196,-9.8,0.745
L12892,South Africa,CRS-010,2.4,0.324,-5.1,0.921
L10223,Egypt,CRS-010,1.9,0.567,-1.6,0.564
L14888,South Africa,CRS-010,15.5,0.809,5.0,0.462
L15389,Egypt,CRS-001,3.1,0.925,-14.8,0.494
L13173,South Africa,CRS-007,8.1,0.842,-14.2,0.769
L13847,Egypt,CRS-011,6.3,0.592,-12.9,0.832
L13248,Egypt,CRS-008,3.7,0.889,1.2,0.781
L12156,South Africa,CRS-014,2.5,0.895,4.5,0.743
L14692,South Africa,CRS-013,4.3,0.192,-8.4,0.811
L14682,Egypt,CRS-013,2.3,0.301,-12.2,0.858
L12370,Egypt,CRS-010,3.6,0.721,-12.4,0.862
L15101,Egypt,CRS-005,6.9,0.338,-20.8,0.812
L14887,Egypt,CRS-013,8.3,0.726,2.7,0.702
L14256,South Africa,CRS-006,7.6,0.617,0.2,0.934
L10556,South Africa,CRS-007,4.0,0.478,-12.5,0.758
L12222,Egypt,CRS-013,5.6,0.816,-23.1,0.529
L13199,South Africa,CRS-002,5.4,0.698,-3.6,0.648
L10586,Egypt,CRS-006,7.7,0.457,-13.2,0.823
L13382,South Africa,CRS-006,3.3,0.756,17.2,0.719
L13305,South Africa,CRS-008,2.9,0.925,4.9,0.876
L11272,Egypt,CRS-005,6.4,0.699,10.1,0.499
L10080,South Africa,CRS-002,1.8,0.429,18.3,0.734
L11959,Egypt,CRS-001,5.7,0.592,-11.8,0.634
L12977,South Africa,CRS-015,3.1,0.506,3.6,0.830
L14600,Egypt,CRS-008,3.0,0.471,19.5,0.902
L11971,Egypt,CRS-011,10.0,0.643,-12.5,0.603
L13663,Egypt,CRS-008,8.6,0.720,15.2,0.731
L14318,South Africa,CRS-008,24.4,0.901,-24.4,0.732
L10182,Egypt,CRS-014,1.7,0.922,17.8,0.754
L11719,South Africa,CRS-005,5.0,0.454,10.4,0.545
L14540,South Africa,CRS-006,5.4,0.575,4.1,0.901
L11486,Egypt,CRS-014,17.4,0.139,-2.6,0.499
L10041,South Africa,CRS-010,4.3,0.319,-7.7,0.789
L15364,South Africa,CRS-009,8.0,0.561,-1.7,0.810
L13680,South Africa,CRS-013,3.3,0.642,-20.2,0.561
L11355,Egypt,CRS-010,16.9,0.849,-32.2,0.807
L12765,South Africa,CRS-013,3.4,0.850,2.6,0.845
L15245,Egypt,CRS-006,0.6,0.655,3.3,0.318
L13882,Egypt,CRS-002,9.4,0.607,22.5,0.633
L15258,South Africa,CRS-013,4.6,0.556,6.4,0.832
L13775,Egypt,CRS-009,1.8,0.846,9.0,0.333
L13608,Egypt,CRS-004,0.5,0.882,5.3,0.520
L11091,South Africa,CRS-008,53.4,0.433,-43.6,0.696
L13117,Egypt,CRS-015,16.4,0.311,2.7,0.722
L14516,Egypt,CRS-008,10.5,0.976,-12.7,0.202
L12360,Egypt,CRS-002,1.4,0.929,7.6,0.908
L11523,Egypt,CRS-015,1.5,0.715,10.5,0.757
L11611,Egypt,CRS-008,7.9,0.494,9.4,0.808
L11248,South Africa,CRS-006,3.8,0.721,-23.5,0.149
L11903,Egypt,CRS-014,9.7,0.606,-11.1,0.776
L13133,South Africa,CRS-002,5.8,0.376,-15.7,0.768
L10842,South Africa,CRS-012,4.9,0.678,5.4,0.748
L13638,South Africa,CRS-013,40.0,0.785,-4.4,0.899
L12131,Egypt,CRS-009,2.1,0.636,-9.7,0.614
L10351,Egypt,CRS-013,3.9,0.798,9.0,0.725
L12291,Egypt,CRS-009,0.9,0.184,1.9,0.883
L10430,South Africa,CRS-014,8.8,0.758,-15.2,0.622
L14393,South Africa,CRS-014,5.1,0.785,-4.6,0.836
L15339,Egypt,CRS-011,1.6,0.987,3.1,0.831
L12919,South Africa,CRS-013,10.8,0.841,-13.3,0.580
L10189,Egypt,CRS-014,12.7,0.912,4.4,0.608
L10679,Egypt,CRS-014,0.0,0.622,-38.3,0.621
L14795,Egypt,CRS-009,7.4,0.365,-8.8,0.918
L11566,Egypt,CRS-009,8.9,0.575,-7.5,0.701
L11728,Egypt,CRS-004,2.8,0.110,-4.5,0.804
L10025,Egypt,CRS-008,3.6,0.684,-2.2,0.441
L13404,South Africa,CRS-012,1.4,0.752,-7.2,0.762
L11354,South Africa,CRS-010,25.6,0.943,-22.8,0.653
L11717,Egypt,CRS-008,7.0,0.649,-5.5,0.831
L14321,South Africa,CRS-010,36.4,0.790,-43.0,0.824
L13820,South Africa,CRS-005,15.2,0.432,-2.9,0.777
L10524,Egypt,CRS-015,15.2,0.634,-0.2,0.717
L11583,South Africa,CRS-014,3.7,0.440,3.2,0.816
L13502,South Africa,CRS-008,8.8,0.758,-8.7,0.759
L10726,Egypt,CRS-012,8.5,0.595,5.3,0.799
L10566,Egypt,CRS-003,1.5,0.249,14.0,0.861
L11346,South Africa,CRS-013,2.9,0.713,-1.0,0.705
L14994,South Africa,CRS-013,33.2,0.855,-11.6,0.531
L14395,South Africa,CRS-005,0.2,0.597,8.0,0.805
L10867,Egypt,CRS-001,31.1,0.885,16.3,0.733
L10300,South Africa,CRS-005,6.4,0.971,-11.9,0.745
L12757,South Africa,CRS-005,2.7,0.745,-27.2,0.146
L11327,South Africa,CRS-002,1.2,0.596,-22.2,0.940
L10181,Egypt,CRS-004,1.3,0.851,1.2,0.863
L14425,South Africa,CRS-014,1.7,0.708,5.6,0.539
L10115,Egypt,CRS-007,6.3,0.920,-4.7,0.652
L14234,Egypt,CRS-008,15.5,0.619,-35.4,0.623
L10266,South Africa,CRS-003,6.6,0.849,-13.8,0.642
L13280,Egypt,CRS-015,8.6,0.855,24.5,0.522
L10604,South Africa,CRS-001,3.7,0.962,-48.7,0.715
L15182,South Africa,CRS-007,1.0,0.924,13.3,0.509
L10883,Egypt,CRS-008,13.6,0.701,4.8,0.688
L14933,Egypt,CRS-014,2.9,0.667,-6.5,0.892
L10959,Egypt,CRS-013,2.4,0.913,21.5,0.319
L12723,Egypt,CRS-008,20.3,0.212,13.3,0.437
L11171,South Africa,CRS-007,8.3,0.845,-13.2,0.300
L14541,South Africa,CRS-013,17.8,0.798,-10.2,0.648
L10373,South Africa,CRS-001,0.0,0.767,18.6,0.949
L14207,South Africa,CRS-011,7.5,0.799,-9.2,0.855
L12123,South Africa,CRS-010,6.1,0.800,13.0,0.667
L10814,Egypt,CRS-006,3.1,0.776,-1.5,0.543
L12200,South Africa,CRS-001,15.3,0.833,4.3,0.899
L13814,Egypt,CRS-015,41.0,0.252,-2.9,0.735
L14934,Egypt,CRS-012,6.3,0.634,3.5,0.439
L13324,South Africa,CRS-001,10.0,0.766,-4.7,0.924
L13673,Egypt,CRS-004,9.4,0.711,-11.1,0.830
L12805,South Africa,CRS-001,17.0,0.495,13.9,0.869
L11059,South Africa,CRS-011,1.7,0.130,-0.9,0.704
L11850,South Africa,CRS-009,1.6,0.964,-6.2,0.558
L13204,South Africa,CRS-002,6.1,0.841,6.7,0.791
L10067,South Africa,CRS-005,7.5,0.732,-21.4,0.876
L15047,South Africa,CRS-006,3.6,0.798,-2.9,0.415
L14893,Egypt,CRS-011,34.5,0.499,3.5,0.617
L13953,South Africa,CRS-008,0.8,0.722,-0.2,0.857
L11622,Egypt,CRS-014,6.4,0.496,-1.8,0.790
L14625,Egypt,CRS-014,18.4,0.517,-6.2,0.615
L15167,South Africa,CRS-010,26.9,0.551,12.9,0.699
L11077,South Africa,CRS-007,7.9,0.522,-9.0,0.642
L11867,Egypt,CRS-006,0.8,0.774,14.0,0.615
L15028,South Africa,CRS-013,30.0,0.257,5.0,0.600
L15256,Egypt,CRS-001,26.1,0.949,-0.6,0.527
L13064,Egypt,CRS-009,23.0,0.647,-7.8,0.722
L15316,South Africa,CRS-006,1.8,0.827,18.6,0.347
L15037,Egypt,CRS-005,7.3,0.870,7.3,0.785
L11266,South Africa,CRS-014,10.9,0.885,-4.2,0.649
L10054,South Africa,CRS-005,0.4,0.468,15.9,0.600
L12420,South Africa,CRS-004,1.2,0.737,-32.8,0.839
L10469,Egypt,CRS-007,4.6,0.686,-14.1,0.953
L14666,Egypt,CRS-005,0.1,0.662,5.7,0.436
L14152,South Africa,CRS-010,2.1,0.852,7.8,0.560
L11358,Egypt,CRS-006,1.8,0.702,0.2,0.642
L12934,Egypt,CRS-014,16.8,0.532,-5.8,0.593
L15142,Egypt,CRS-008,6.3,0.864,0.9,0.831
L10875,South Africa,CRS-010,27.7,0.648,-9.0,0.599
L15063,South Africa,CRS-014,1.9,0.871,-3.2,0.715
L14218,Egypt,CRS-004,2.1,0.646,-32.1,0.604
L10840,Egypt,CRS-008,0.4,0.381,-7.2,0.647
L10754,South Africa,CRS-008,2.4,0.908,0.1,0.844
L10862,Egypt,CRS-014,16.3,0.849,-21.8,0.727
L14347,Egypt,CRS-004,2.1,0.846,-19.0,0.663
L10928,South Africa,CRS-001,8.5,0.525,4.6,0.635
L12221,South Africa,CRS-007,1.3,0.338,25.5,0.883
L13203,South Africa,CRS-003,4.2,0.895,8.0,0.593
L15310,South Africa,CRS-002,4.6,0.713,-11.8,0.854
L10304,South Africa,CRS-008,5.3,0.301,12.7,0.478
L14377,Egypt,CRS-004,11.2,0.548,-3.2,0.841
L13299,South Africa,CRS-007,3.6,0.932,-14.9,0.741
L12912,Egypt,CRS-008,1.8,0.383,23.3,0.691
L12178,Egypt,CRS-005,18.5,0.645,-16.0,0.831
L15254,South Africa,CRS-013,0.1,0.561,-20.1,0.880
L10815,South Africa,CRS-007,2.1,0.788,2.6,0.273
L13610,South Africa,CRS-010,1.3,0.547,-20.0,0.858
L12708,Egypt,CRS-011,0.2,0.465,12.4,0.757
L11527,Egypt,CRS-002,3.8,0.864,-0.2,0.642
L10597,Egypt,CRS-008,1.3,0.874,-0.7,0.356
L10931,Egypt,CRS-010,0.2,0.595,13.7,0.313
L11231,Egypt,CRS-012,2.3,0.287,7.2,0.590
L14869,Egypt,CRS-015,21.5,0.150,2.0,0.771
L13824,South Africa,CRS-001,9.0,0.895,-1.1,0.696
L15024,South Africa,CRS-004,27.0,0.940,11.4,0.132
L10485,South Africa,CRS-003,23.4,0.590,-5.8,0.512
L10723,South Africa,CRS-008,2.3,0.709,14.8,0.810
L15224,Egypt,CRS-015,12.7,0.409,19.0,0.815
L11779,South Africa,CRS-006,3.4,0.496,18.7,0.725
L11384,South Africa,CRS-013,10.2,0.841,-29.3,0.834
L12167,South Africa,CRS-001,6.7,0.762,-0.1,0.649
L13613,South Africa,CRS-014,5.8,0.543,-19.3,0.658
L12598,Egypt,CRS-006,4.7,0.689,-7.2,0.813
L15349,South Africa,CRS-011,0.4,0.574,-16.9,0.866
L14962,South Africa,CRS-004,37.0,0.906,-7.7,0.757
L10555,South Africa,CRS-002,2.6,0.509,11.0,0.656
L11997,Egypt,CRS-012,13.9,0.956,5.6,0.670
L13730,Egypt,CRS-006,0.9,0.153,18.5,0.484
L11978,South Africa,CRS-010,6.9,0.802,8.6,0.420
L11187,South Africa,CRS-012,3.1,0.820,-10.5,0.667
L10197,South Africa,CRS-014,8.7,0.771,11.4,0.813
L15347,Egypt,CRS-011,3.0,0.725,18.1,0.495
L12899,South Africa,CRS-014,0.6,0.586,6.8,0.764
L12599,Egypt,CRS-003,5.1,0.733,15.2,0.650
L13111,South Africa,CRS-001,4.8,0.602,8.5,0.781
L11625,Egypt,CRS-004,13.4,0.535,-6.2,0.893
L14571,South Africa,CRS-006,17.9,0.818,-9.2,0.675
L11133,South Africa,CRS-008,10.2,0.796,-18.4,0.849
L10083,Egypt,CRS-014,13.3,0.395,11.1,0.183
L10545,Egypt,CRS-003,1.6,0.716,14.6,0.797
L15211,South Africa,CRS-005,2.0,0.738,-8.1,0.518
L15222,South Africa,CRS-014,27.2,0.973,5.9,0.818
L11846,Egypt,CRS-015,16.2,0.655,0.3,0.920
L11343,Egypt,CRS-004,8.5,0.728,5.4,0.544
L14585,South Africa,CRS-008,14.9,0.712,-3.0,0.725
L11410,South Africa,CRS-011,19.9,0.586,-0.4,0.491
L11156,Egypt,CRS-006,6.4,0.675,2.3,0.765
L11522,Egypt,CRS-001,0.1,0.902,-6.3,0.174
L12052,Egypt,CRS-015,2.7,0.638,-8.8,0.611
L12850,South Africa,CRS-006,45.5,0.601,10.5,0.262
L11397,South Africa,CRS-006,6.1,0.470,30.4,0.620
L11607,Egypt,CRS-002,14.8,0.834,-1.9,0.722
L12359,South Africa,CRS-002,24.4,0.604,-13.6,0.545
L10737,Egypt,CRS-004,22.9,0.656,-11.9,0.814
L10255,South Africa,CRS-008,12.6,0.884,-41.7,0.860
L10238,Egypt,CRS-012,0.6,0.852,14.1,0.505
L12541,Egypt,CRS-015,14.4,0.552,20.1,0.720
L13841,South Africa,CRS-004,14.6,0.932,17.7,0.479
L11780,Egypt,CRS-005,3.5,0.681,-3.5,0.685
L14481,Egypt,CRS-014,9.4,0.604,-19.1,0.875
L13480,Egypt,CRS-011,6.0,0.659,-28.2,0.789
L12762,Egypt,CRS-002,4.9,0.382,0.9,0.753
L10297,South Africa,CRS-015,6.4,0.668,-4.0,0.956
L14671,Egypt,CRS-007,4.8,0.878,4.1,0.692
L13325,Egypt,CRS-005,8.0,0.651,-32.8,0.616
L12276,Egypt,CRS-005,0.1,0.892,-7.1,0.241
L14487,South Africa,CRS-006,2.7,0.867,9.5,0.317
L13367,Egypt,CRS-003,6.4,0.570,3.7,0.848
L11759,South Africa,CRS-015,3.3,0.858,8.5,0.745
L13711,Egypt,CRS-008,6.6,0.767,-12.0,0.918
L12198,South Africa,CRS-011,8.3,0.667,5.9,0.714
L10581,South Africa,CRS-009,2.6,0.841,-4.2,0.924
L13207,South Africa,CRS-002,6.4,0.907,-6.6,0.528
L12542,Egypt,CRS-005,16.1,0.732,-29.6,0.697
L12352,Egypt,CRS-003,12.6,0.622,-12.4,0.775
L11348,Egypt,CRS-009,2.5,0.516,4.6,0.455
L15282,Egypt,CRS-005,3.7,0.153,-4.6,0.722
L13753,Egypt,CRS-007,8.2,0.536,-16.2,0.675
L13058,South Africa,CRS-015,6.1,0.561,-31.6,0.556
L14045,South Africa,CRS-015,3.6,0.722,-9.7,0.312
L10527,Egypt,CRS-002,3.9,0.556,1.0,0.821
L11427,South Africa,CRS-002,3.1,0.362,-44.7,0.740
L15231,Egypt,CRS-009,4.8,0.651,-7.3,0.436
L11874,South Africa,CRS-011,17.0,0.643,-22.5,0.674
L11646,Egypt,CRS-005,0.8,0.681,1.2,0.646
L12523,Egypt,CRS-010,21.9,0.819,15.3,0.614
L11508,South Africa,CRS-002,2.1,0.819,-1.8,0.767
L12284,South Africa,CRS-001,4.1,0.527,-0.0,0.594
L14002,South Africa,CRS-009,3.1,0.256,19.3,0.523
L12580,Egypt,CRS-014,33.6,0.710,2.4,0.713
L14011,South Africa,CRS-009,24.9,0.898,11.3,0.573
L13473,Egypt,CRS-012,2.0,0.886,-4.1,0.799
L14974,Egypt,CRS-006,7.0,0.469,19.0,0.778
L14364,Egypt,CRS-004,1.1,0.618,-11.2,0.340
L10503,Egypt,CRS-006,8.2,0.374,-8.4,0.728
L14760,South Africa,CRS-013,12.7,0.677,-7.6,0.761
L15052,Egypt,CRS-011,16.0,0.414,5.0,0.409
L10201,South Africa,CRS-002,9.5,0.414,-12.7,0.741
L10698,South Africa,CRS-008,5.6,0.924,2.2,0.712
L12153,Egypt,CRS-015,58.1,0.716,-11.5,0.802
L10362,South Africa,CRS-008,14.9,0.624,1.1,0.870
L10632,South Africa,CRS-011,13.6,0.249,-32.5,0.405
L11233,Egypt,CRS-012,25.6,0.507,-8.5,0.660
L13185,South Africa,CRS-013,6.3,0.491,-9.5,0.462
L11588,Egypt,CRS-009,18.9,0.753,12.9,0.850
L13499,South Africa,CRS-004,0.7,0.884,23.5,0.787
